Paper,Cleaned,CleanedBy,WordsAddedToDict,TyposFixed,WordsRemoved,RenderingIssues,ManuallyRemoveAuthorLicenseDOI,Notes
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287577.txt,1,AFC,1,"likewe, transportationdata, relatedwork, queryspecific,highdimensional, firmswant, дender, emaleother, oriдin, emaleadowntownballard, cityresearcherspublic",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287578.txt,1,AFC,1,"studenta, costc, groupmembership, costsc, thesemodels, igmmaking,  rulesthresholding, themain",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287579.txt,1,AFC,1,"schoolwhich, populationlevel, wemodel, fprr, fnrr, fprs, fnrs, utilityus, hightype, aboundfinancial, moreinformed, relatedwork, persuasionmodel, studyexpected, grouplevel, ratesare",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287580.txt,1,AFC,1,"studiesmeasurement, sitesempirical, racialbias, adswe, conservativeand, disseminationmechanism, therewere, click-throughrates, photoswith, txagainst, associatedwith, addswere, americawhy, boxwe, muslimvoice, musliminst, themeasured,  themedian,africanamerican ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287583.txt,1,AFC,1,"epdmetrics,contentproviders,studythe, mediaand,twodimensional, topranked,andmodules",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287584.txt,1,AFC,1,"fairnesswe,experienceand, andmade, throughalgorithmic, fairnesswhen, satisfiedcan, examplesthat, circumstanceseg, genderto, eopmoves, sameregardless, aliceeven, accountablethis, regardthrough, processand, utilitythe, utilitiesthis, predictorone, individualwill, advantageregardless, economicmodels, affairswhich, fairnessnamely, accuracycan, utilitywhich, accidentdue, drugsequally, accidentas, outcomejustifies, ssumptions, unnecessaryfrom, standpointto, theworst, quicklyas,  fairnessby",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287585.txt,1,AFC,1,"scs社会信用体系, whichmakes, socio-technial, largemajority, columnand-row, 诚信文化on, reasonswhy, topicreturn",,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287586.txt,1,AFC,1,"stop-and-frisk,stopping-andfrisking,metaalgorithm,fairnessmetric, representswhether, groupperformance, groupfair, relatedwork, quantificationoftheoutput, implementationdetails, weperformfive",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287587.txt,1,AFC,1,"preventionais, beenmetwith, predictingmental, highaccuracy, federalwide, andmodel, crowdworkers, clinicianpatient,badactors, ",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287588.txt,1,AFC,1,"relatedwork, leveltwo, capturemost, distributionwe, operationas, boundwithconcentration, directionie, whichwemaintain, hyperrexpression, observationsjust, biasedeg, discriminationor, programmingwe, programminglanguage, wemaintain, expectationee, decisionwe, distributiond, probabilitype, functionie, analysiswepropose, confidenceafter, languageusing, decoratorsand, fairnessaware, dataanalysis, aforedescribed, groupassuming,fromwhat",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287589.txt,1,AFC,1,"groupconditioned, fairnessenhancing, wemight, fromone, predictionswhile, algorithmsmaking, bottomwhen, computingmethodologiesmachine, tomeasures, groupbased, fairness-awaremachine, thegermancredit, whitewoman, zafarfairness, fairnessfocused, comparativesensitive-tnr, sensitive-calibrationto, scalibration-, wellcalibrated, traintest, numericalbinary, perrace, themean, fairnessaccuracy, labeledmetric, sensitive-calibrationfigure",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287590.txt,1,AFC,1,"relatedwork, humanlevel, limitationswe, featurebased, directionsour, bemore, howmachine, groundtruth, frommachine, ourmachine, inmachine, improvehuman, andmachine, declinewith, learningmodel, ofmachine, decreasingmachine, presentsmachine, accuracywe, examplebased, differencewith, predictionswhen, sincemachine, onmachine, wehave",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287591.txt,1,AFC,1,"computinginteraction, alexathe, useswas, beingscan, televisionsa,decadescould, twofactor, toosuccessful, expressionsthe, heethough, memorywith, dynamicsa, usan, distressa, likeminded, sleepclosed, positionwhile, behaviora, presencedesign, feelingsthere, dogsparticularly, sobbinga, momentummomentum, blinkof-an-eye, throughbarriers, agentwhich, face-toface, ever-moreeffective, thinkshows, chess-playingcomputer",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287592.txt,1,AFC,1,"andwu, inh, hypothesish, onehot, wewill, themarginal, betweenmarginal, andcrime, bthis, outperformance, reductionmarginal, fairnesssensitive, worstcase",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287594.txt,1,AFC,1,"problemwhere, racesu, whitehispanic, whiteblack, intrageolocation, incomex, approvaly, attributeawitha, geolocation-based, andweighted, writea, multiclassa, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287595.txt,1,AFC,1,"instanceembedding, commonlyused, lowdimensional, wewill, functionmx, conformalmethodswork, theywill, computew, aswell, futurework, highlyweighted, withmany, neighrbors, dwacmodels, learnw, proposedmeasure, ameasure, amulticlass, dwacmodel, lowdimensional",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287596.txt,1,AFC,1,"engineeringuse, casesdocumentation, humancentered, factsheets, futurework, knownmodel, toxicitymodel, themodel",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287597.txt,1,AFC,1,"inequalityreinforcing, worse-oeven, agent-classier, costsan, groupa, groupm, domain-specic, inwhichmanipulation, consideredmodels, oered, bto, argmaxid, non-monetarysuch, accessin, paymax, payos, subsidycf, benet,beneting, benets, oering, equilibriumwhen, partiesgroupsa, canmove, beforeimplies, awith, canmanipulate, onedimensional, hyperplanepd, argmaxi, candidatewith, manipulationmay, principalthe, distributionsda, classicationminus, unqualied, costc, costspd",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287598.txt,1,AFC,1,"akey, developmachine-learning, sciencesuch, designare, andmodels, systemmany, beenwritten, systemswill, researchersmiss, oneone, ",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287599.txt,1,AFC,1,"tomathematize, datadriven, aamay, relatedwork, themain, handwithaa, variableg, groupg, potentialv, groupsmore, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287600.txt,1,AFC,1,"andhsr, subgroupsa, inml, overviewsmetrics, topicshistory, computinghistorical, uponmethod, linearmodel, tomodern, dayml, fairnessone, amajor,domainwhere, ageneral, awidespread, scoreadjustment, testswhenwe, ratiomodel, criterionwhen, amodel, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2019/3287560.3287601.txt,1,AFC,1,"cherno-hoeding, thecg, gures, kmeans, yowwe, rightleaning, themost, politicalnewswe, warmstarting, groupsg, politicalnews, appropriatelyc, themean, argmaxi, forconstrainedbanditoptimizationconstrained, relatedwork, actionwith, unltered, weightwa, groupgi, ",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372824.txt,1,AFC,1,"resesearchers, europeangeneral, themodel, amethod, howmuch, relatedworks, awidely, usingmultiple, originalmodel, groupswe, answersrq, themajority, amodel, amsterdamwe, answerrq, futurework, predictivemodel",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372826.txt,1,AFC,1,"andwasows, problemwith, contextspecific, fromnorthpointe, thirdparty, learningmethod, bothwith, groupbased, thirdparties, selfidentification, andmeasured, countryspecific, andmeasurement, amultidimensional",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372827.txt,1,AFC,1,"twentyseven, problemnot,technologyis, cliniciansa, uptime, learningdriven, relationshipsnot, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372828.txt,1,AFC,1,"andprofessional, topicsemployment, methodologiesmachine, toolsmany, biasrelated, mlbased, racenorming, straightforwardit, rulebased, notmake, clearwhether, teamspecific, impacteven, studywas, de-biasingwithout, costde-biasing, ",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372829.txt,1,AFC,1,"fromarchives, themost, thenational, overrepresent, takenwithout, theremay, theml, yelpwikipedia, inmodels, amission, statementthis, documentingminority, communitycentered, leveragemore, themain, associatedwith, complywith, webscraped, webtextwebtext, taskswebtext, ofwebtext, complementdatasetmission, amission",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372830.txt,1,AFC,1,"explanationsandwhich, confrontedwith, usethe, solutionallowing, decisionmaker, makerby, practicebut, positivecomplicate, relevantand, featurehighlighting, thismust, worldand, onmodel, selfdealing, guidanceto, decisiona, creditorsand, partya, lawhas, informationto, subjectsmuch, rationalthan, witha, avoidedwith, onehas, purposeproviding, employmentwill, recoursewhereas, repayingand, featuresincome, attractiveand, spilloversboth, changeor, informationis, lowsimply, mightsomewhat, binaryin, paternalisticallychoose",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372831.txt,1,AFC,1,"crowdsource, disadvantagedwe, whichmore, wherewhite, towhat, amodel, mlmodels, towardml, surveybased, africanamerican, sideby-side, whichmeasures, eachmodel, fivepoint, themodel, theoutcome, whenwhite, twomodels, trade-offwas, fp-accmaj, outcomeraceusage-min, eachmodels, used-maj",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372832.txt,1,AFC,1,"acmdata, datamanagement, andmedicine, ultimatelymake, faterelevant, wewerent, perhapswe, aremissing, elementwhich, aroundwho, ",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372833.txt,1,AFC,1,"sideeffects, datapractice, systemmay, valueladen, problemswhich, human-onthe-loop,fromweb, algorithmandmachine, algorithmandmachine, pthis,humanin-the-loop, foreclosesmore, oneway, onwhat, transparencyor, algorithmand, accountabilityrelations, neededwith, authoridentified, andgovernanceor, anddecision, transparencyand, finetune, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372834.txt,1,AFC,1,"computingmethodologiesartificial, intelligencemachine, technologiesmight, themodel, exante, expost, twomain, aibased, integritybenevolence, integritybenevolence, qualitiesenvironmental, modelspecific, intelligibilitycomprehensibility, inceptionmayer, risktaking, ofmachine, nearestneighbour, outputy, userfriendly, trustworthymachine, highlevel, wemainly, ",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372835.txt,1,AFC,1,"techniquesmeanwhile, throughnlp, othermedia, lowquality, longrunning, containsmore, themwill, throughamazonmechanical, subthemes, aweek, crimethat, churchstarted, votermodeling, alignmentwomen, auditscode, amtworkers, onnov",0,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372836.txt,1,AFC,1,"formodel, relationshipsnon-causal, whereml, modelso, end-userswe, mappingsthey, explanationswith, areensembling, someai, whatwere, iswhat, explanandummay, realthat, explanationresult, robustnesseven, tomodel, wemay, relatedeven, theworld, welltheir, ofmultiplemethods,explanationsowe, setthe, almostequally-accurate, modelsfor, datajust, unexpectedif, whatwere",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372837.txt,1,AFC,1,"trainedwith, formodel, termword, classificationmodels, differencemetric, biasmeasures, debaising, deepmodel, networkwith, groupwemeasure, ofmodels, debiasedword, thewordsim, manwoman, boygirl, quickway, tomeasure, attributesgendernames,andreligions, embeddingmodels, ratingmovies, termswe, malefemale, representmuch, termword, weightsw, differenceaa-e, groupsaa-eaa-e",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372839.txt,1,AFC,1,"adjustedc, andc, modelagnostic, inmachine, metatraining, learningmodel, throughmeta-learningwe, ameta-learning, fairmaml, algorithmwill, featuresx, experimentedwith, performwell, situationsuggesting, optimizationusing, metamodel, africanamerican, themeta-training, procedurek, themeta-model, modelд, functionuf, fromsimulating, thatwarnings, modelsone, fairnessuf, supersparse, metaloss, timeconsuming, originalmodel",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372840.txt,1,AFC,1,"thatmanywell-intentioned, algorithmswe, thinkingalgorithmic, realismthat, computationdesign, recognitiondriven, systemsintricate,multiplesunstable,concernswhich, studiesunder, formmost, fairnessfail, eldlawand,shiftwhich,debatedsuggests,  practicealgorithmic, narrowingwho,scrutinyinvolves,objectivitythe, subjectivityhas, value-freethey,politicsthey,algorithmseg,boundsall,constraintone,technochauvinism,tomisinformation,logicsnamely,intomachine, technologyinstead, timeswith, brightline, boundariesbetween, coincidedwith, algorithmsit, actorswhat,laissezfaire,notand,bethe,algorithmadditional,scienceinstead, tendencyand, fallacyhas, politicsthe, pluralismthe, standardsrendering, legiblewas, makingto, scientistsregardless,dynamicsin,commitmentsbetter    ",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372841.txt,1,AFC,1,"themajority, birthdayparty, kidsparty,pizzaparty,andtout, digitalstakeout, capacityto, softwaremay, downmenu,placewithin, searchwas, sincewe, configuredwith, selfidentify, demographicsnarc, demographicsle, covertin, oftin, itn, bothtin",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372842.txt,1,AFC,1,"computationmarket, equilibriamachine, datadriven, askwhether, frommore, blackassociated, unregulatedmonopoly,andmarginal,themarket,bestresponses, strategynash, zerowe, amultilinear,choicem,amarket,groupdependent, choosem, pointsm,writem",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372843.txt,1,AFC,1,"computinghci, methodologiesmachine, andmitigating, canwe, andmitigate, theword, furthermachine, containd, socialdemocratic, transformationmatrix, orthogal, betweenman, andwoman, thatmathematically, thewords, pwpositive, pwnegative, hardmitigation, datasetwe, longshort-memory, howwemitigated, thewikipedia, fromwikipedia, wikpedia, stubborness, unecessary, kruskalwallis, classifer, furthermodels, openmethodological, contextdependent",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372844.txt,1,AFC,1,"doteveryones, biasthat, trollsthe, workedits, capitalismthese, infomy, viewshowever, peopleive, platformswere, finethose, dataintensive",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372845.txt,1,AFC,1,"themost, amodels, transportothers, out-ofdistribution, thesemethods, linearmodels, negativeweight, wellthe, bothmethods, sexwr, poissonbl, methodologiesmachine, humancentered, settingwe, highdimensional,whitebox,experimentswe,wwork,whair, behaviorand,weightswhich, lengthwe, andmuch, generatorg, groundtruth, ofwomen, whenmapping, muchmore, weremarked, datags, blackto-white, black-towhite, ganmapping, lowrisk, supplementarymaterial, resuls, ganwill, hiredwe, thismodel, askingwhether, themodels, discriminationwe, classifierg, expectg, ands, experimentss, aswith, aswellwhen, decisionsand, doesa",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372846.txt,1,AFC,1,"bumpups, bumpup, recordlinkage, preconviction, chargesmay, priormisdemeanor, chargebased, twiceweekly, nonblack, whichwould, non-back, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372847.txt,1,AFC,1,"andweibull, systemsmake, amotivating, phouse, decisionmakermight, includeweibull, allocationmust, maximumutilization, becausebi, considerc, maxutilizing, mincj, minca, mincb, generatorpk,generatork, stepwe, mincnaeccb, mincnb, minc, maxutilization, andwhen, groupswe, utilizationu, maxvu, evveccminv, utilizationwe",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372848.txt,1,AFC,1,"futurework, maxjc, highestbidder-wins, maxisu, amatching, pfairness, phigh, useruc, satisfyingmultiple-task, zaxis, numberd, evenwhen, platformmechanisms, whomwe, optimalwithin, compositionmechanisms, envyfreeness, utilityp, overu, wemeasure, intercategory, wehave, usersthe, multipletask, bhigh, kbhigh, bhigh/blow, parametersk, ismetric-obliviousness",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372849.txt,1,AFC,1,"ecorrected, assessmet, formitigating, hiringwe",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372850.txt,1,AFC,1,"belowwe, trainedmodel, decisiontree, ylossf, yloss, fromwachter, distancemetric, dpp_diversityc, proximitywe, lendingclub, mixedintegercfwe, themixed, programmingmethod, crimedegree, loangrade, generatek,proposedmethod, featurebased, featureprior, diversecfwith, linearmlmodels, workclass, fromcounterfactuals, educationmasters, generatek, cfmethods, hinдe_y",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372851.txt,1,AFC,1,"intial,mayand, doinduce, predictionwhen, taskwere, outcomeswhen, predition, settingthese, redenition, propensityscore, postprocessed, oine, path-specic, illsuited, evaluationmethods, outcomet, exchangeabilityy, wemeasured, decisiont, precisionrecall, precisioney, counterfacutal, wewish, observationaley, oset, doublyrobust, amodel, observationalmodelswe, observationalmodel, highrisk, welldened, groupa, modies, gfpr",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372852.txt,1,AFC,1,"inishing, relecting, decisionmakerðclearly, trustðshowing, thatwe, themethod, wedemonstrate, theywere, trustdependant, mlmodels, commonai-assisted, informationðthe, posses, themodels, igure, highðabove, ðparticipants, thanmodel, andai-assisted, highconidence, onwhile, withprediction, graphsðif, chanceða, togetherh, explanationa, calibrationmay, boundariesś, lowconidence, setupśthe, ",1,1,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372853.txt,1,AFC,1,"authorsand, utilitarianmodels, finanically, applications𝑋pool, in𝑋pool, tomodify, findingwhich, countermeasures, themachine, risksmissing, systemwhen, modelbecause, potsmay, nonusers,actionablefeasible, 𝐵pot, x𝐵pot, collective𝐺pot, potmust, 𝐺pot, group𝐺, setupwe, passthrough,solverwe, roadsmarked, ortools, utility𝑈 graphG, intog, followingmodification-cost, ",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372854.txt,1,AFC,1,"pitfallssuch, valueswe, examplescalls, actionwe, principlesethicsof, fatethey, ethicsto, theirmodules, conjunctionsuggesting, moralethical, impactswhichwould, lectureon, engineeringwith, thatcivicengagement, practicetheyre, greenmakes, analysislegitimizes, interacta, datadriven, infrastructurethe, otherthat, positiona, areassuch, lackingcolby, missionsthat, solutionsworking, andmodeling, linewithmy, overfittingreview, setsimages labelsthrough, mindby, itlike, coursesoften, problemstheres, computing-basedin, refutesvalues, bethat, attentionits",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372855.txt,1,AFC,1,"futurework, icdcode, introducedoctor, inmachine, recalln, icdto, sincewupc, arewarped, icdcodes, aremainly, twoways, bymasking, superconcept, icdontology, hamming-distanceyb, rulebased, recalln",1,0,1,
../../Data/TXTs/CleanedPapers_LDA/2020/3351095.3372856.txt,1,AFC,1,"facebooknetzdg, automationalso, actionsparticularly, computerhuman, welldesigned, netzdgwhat, netzdgwhat, compl, aints, complai, nts, questionin, inmaking, ismeaningful, inwhich, contrastare, presentedwith, procedurewell, challengeswith, theinstances, standardsand, transparencyrelated, journalisitic, yearmust, keyway, neededis, reportingmechanisms",1,0,1,
